Date,"XAU/USD(Open, Ask)","XAU/USD(High, Ask)","XAU/USD(Low, Ask)","XAU/USD(Close, Ask)","XAU/USD(Open, Bid)*","XAU/USD(High, Bid)*","XAU/USD(Low, Bid)*","XAU/USD(Close, Bid)*",Tick Volume(XAU/USD)
2023/06/19 12:35:00,1956.37,1956.58,1956.18,1956.45,1956.07,1956.26,1955.87,1956.15,360
2023/06/19 12:30:00,1956.34,1956.44,1955.92,1956.37,1956.02,1956.11,1955.59,1956.07,647
2023/06/19 12:25:00,1955.85,1956.64,1955.67,1956.34,1955.54,1956.31,1955.36,1956.02,635
2023/06/19 12:20:00,1955.53,1955.85,1955.18,1955.85,1955.23,1955.54,1954.88,1955.54,439
2023/06/19 12:15:00,1955.12,1955.57,1955.07,1955.53,1954.78,1955.25,1954.73,1955.23,535
2023/06/19 12:10:00,1955.19,1955.40,1954.88,1955.12,1954.85,1955.09,1954.57,1954.78,469
2023/06/19 12:05:00,1955.35,1955.41,1954.81,1955.19,1955.04,1955.10,1954.48,1954.85,606
2023/06/19 12:00:00,1955.94,1955.95,1955.19,1955.35,1955.64,1955.64,1954.88,1955.04,625
2023/06/19 11:55:00,1955.62,1956.07,1955.62,1955.94,1955.30,1955.77,1955.30,1955.64,596
2023/06/19 11:50:00,1954.73,1955.62,1954.69,1955.62,1954.41,1955.30,1954.38,1955.30,856
2023/06/19 11:45:00,1954.37,1954.89,1954.30,1954.73,1954.06,1954.56,1953.97,1954.41,862
2023/06/19 11:40:00,1954.35,1954.66,1954.20,1954.37,1954.04,1954.36,1953.85,1954.06,814
2023/06/19 11:35:00,1954.62,1954.97,1954.25,1954.35,1954.28,1954.66,1953.94,1954.04,756
2023/06/19 11:30:00,1955.07,1955.35,1954.58,1954.62,1954.77,1955.04,1954.25,1954.28,646
2023/06/19 11:25:00,1954.96,1955.10,1954.77,1955.07,1954.66,1954.79,1954.47,1954.77,574
2023/06/19 11:20:00,1955.66,1955.73,1954.96,1954.96,1955.32,1955.39,1954.66,1954.66,672
2023/06/19 11:15:00,1955.54,1955.72,1955.32,1955.66,1955.24,1955.39,1955.01,1955.32,634
2023/06/19 11:10:00,1955.90,1956.09,1955.42,1955.54,1955.57,1955.78,1955.12,1955.24,654
2023/06/19 11:05:00,1955.67,1955.98,1955.59,1955.90,1955.37,1955.65,1955.29,1955.57,702
2023/06/19 11:00:00,1955.65,1955.94,1955.62,1955.67,1955.35,1955.61,1955.31,1955.37,808
2023/06/19 10:55:00,1956.04,1956.16,1955.34,1955.65,1955.71,1955.82,1955.04,1955.35,750
2023/06/19 10:50:00,1955.89,1956.29,1955.44,1956.04,1955.56,1955.95,1955.13,1955.71,952
2023/06/19 10:45:00,1955.11,1956.03,1954.95,1955.89,1954.77,1955.72,1954.63,1955.56,838
2023/06/19 10:40:00,1955.63,1955.79,1955.05,1955.11,1955.32,1955.49,1954.72,1954.77,911
2023/06/19 10:35:00,1954.86,1955.71,1954.74,1955.63,1954.56,1955.40,1954.42,1955.32,872
2023/06/19 10:30:00,1954.99,1955.66,1954.86,1954.86,1954.68,1955.33,1954.54,1954.56,942
2023/06/19 10:25:00,1954.73,1955.11,1954.62,1954.99,1954.43,1954.78,1954.31,1954.68,742
2023/06/19 10:20:00,1955.36,1955.49,1954.49,1954.73,1955.06,1955.19,1954.19,1954.43,863
2023/06/19 10:15:00,1956.01,1956.10,1955.17,1955.36,1955.70,1955.80,1954.84,1955.06,820
2023/06/19 10:10:00,1956.30,1956.36,1955.77,1956.01,1956.00,1956.06,1955.44,1955.70,920
2023/06/19 10:05:00,1956.02,1956.34,1955.82,1956.30,1955.69,1956.04,1955.51,1956.00,994
2023/06/19 10:00:00,1956.30,1956.76,1955.96,1956.02,1955.99,1956.45,1955.63,1955.69,1008
2023/06/19 09:55:00,1956.59,1956.76,1956.20,1956.30,1956.28,1956.46,1955.87,1955.99,900
2023/06/19 09:50:00,1956.22,1956.97,1956.08,1956.59,1955.92,1956.67,1955.78,1956.28,1523
2023/06/19 09:45:00,1956.51,1956.80,1956.06,1956.22,1956.18,1956.50,1955.76,1955.92,1661
2023/06/19 09:40:00,1956.76,1957.07,1955.87,1956.51,1956.44,1956.74,1955.55,1956.18,2233
2023/06/19 09:35:00,1956.60,1956.97,1956.01,1956.76,1956.29,1956.65,1955.69,1956.44,1308
2023/06/19 09:30:00,1957.49,1958.25,1956.59,1956.60,1957.18,1957.94,1956.29,1956.29,1435
2023/06/19 09:25:00,1957.79,1957.92,1957.02,1957.49,1957.46,1957.59,1956.71,1957.18,1050
2023/06/19 09:20:00,1958.18,1958.23,1957.66,1957.79,1957.86,1957.91,1957.33,1957.46,1140
2023/06/19 09:15:00,1956.87,1958.30,1956.75,1958.18,1956.55,1957.99,1956.42,1957.86,1005
2023/06/19 09:10:00,1956.97,1957.26,1956.54,1956.87,1956.65,1956.94,1956.22,1956.55,927
2023/06/19 09:05:00,1957.94,1958.57,1956.79,1956.97,1957.62,1958.22,1956.46,1956.65,1221
2023/06/19 09:00:00,1956.93,1958.26,1956.41,1957.94,1956.63,1957.92,1956.11,1957.62,1943
2023/06/19 08:55:00,1956.64,1957.02,1956.49,1956.93,1956.31,1956.72,1956.19,1956.63,872
2023/06/19 08:50:00,1957.69,1957.75,1956.47,1956.64,1957.39,1957.43,1956.16,1956.31,943
2023/06/19 08:45:00,1957.18,1957.80,1956.92,1957.69,1956.87,1957.47,1956.61,1957.39,714
2023/06/19 08:40:00,1957.35,1957.41,1956.96,1957.18,1957.03,1957.11,1956.66,1956.87,517
2023/06/19 08:35:00,1957.10,1957.71,1957.00,1957.35,1956.78,1957.40,1956.68,1957.03,541
2023/06/19 08:30:00,1958.28,1958.36,1957.10,1957.10,1957.95,1958.05,1956.78,1956.78,670
2023/06/19 08:25:00,1958.60,1958.91,1958.08,1958.28,1958.29,1958.60,1957.76,1957.95,546
2023/06/19 08:20:00,1958.05,1958.66,1958.05,1958.60,1957.71,1958.35,1957.71,1958.29,539
2023/06/19 08:15:00,1957.79,1958.25,1957.60,1958.05,1957.49,1957.92,1957.27,1957.71,588
2023/06/19 08:10:00,1958.28,1958.37,1957.71,1957.79,1957.97,1958.06,1957.40,1957.49,759
2023/06/19 08:05:00,1957.74,1958.53,1957.69,1958.28,1957.43,1958.22,1957.39,1957.97,836
2023/06/19 08:00:00,1957.35,1957.85,1957.06,1957.74,1957.04,1957.55,1956.75,1957.43,1145
2023/06/19 07:55:00,1956.87,1957.41,1956.87,1957.35,1956.52,1957.09,1956.52,1957.04,293
2023/06/19 07:50:00,1956.91,1957.50,1956.79,1956.87,1956.55,1957.19,1956.46,1956.52,327
2023/06/19 07:45:00,1957.14,1957.27,1956.46,1956.91,1956.84,1956.97,1956.16,1956.55,589
2023/06/19 07:40:00,1957.10,1957.45,1957.04,1957.14,1956.79,1957.13,1956.71,1956.84,399
2023/06/19 07:35:00,1957.16,1957.22,1956.96,1957.10,1956.83,1956.90,1956.63,1956.79,269
2023/06/19 07:30:00,1957.44,1957.48,1957.14,1957.16,1957.14,1957.18,1956.83,1956.83,235
2023/06/19 07:25:00,1957.54,1957.66,1957.41,1957.44,1957.23,1957.35,1957.08,1957.14,189
2023/06/19 07:20:00,1958.15,1958.17,1957.52,1957.54,1957.83,1957.87,1957.21,1957.23,244
2023/06/19 07:15:00,1958.08,1958.44,1958.07,1958.15,1957.78,1958.13,1957.77,1957.83,226
2023/06/19 07:10:00,1958.44,1958.56,1958.04,1958.08,1958.14,1958.26,1957.73,1957.78,249
2023/06/19 07:05:00,1958.30,1958.47,1957.96,1958.44,1957.95,1958.17,1957.65,1958.14,191
2023/06/19 07:00:00,1958.29,1958.44,1958.08,1958.30,1957.95,1958.11,1957.77,1957.95,388
2023/06/19 06:55:00,1957.88,1958.41,1957.87,1958.29,1957.57,1958.09,1957.55,1957.95,253
2023/06/19 06:50:00,1958.04,1958.18,1957.83,1957.88,1957.72,1957.88,1957.52,1957.57,249
2023/06/19 06:45:00,1957.79,1958.11,1957.55,1958.04,1957.48,1957.81,1957.23,1957.72,236
2023/06/19 06:40:00,1958.12,1958.26,1957.73,1957.79,1957.78,1957.94,1957.43,1957.48,277
2023/06/19 06:35:00,1957.90,1958.16,1957.63,1958.12,1957.60,1957.80,1957.30,1957.78,382
2023/06/19 06:30:00,1958.12,1958.34,1957.82,1957.90,1957.80,1958.03,1957.51,1957.60,377
2023/06/19 06:25:00,1957.71,1958.12,1957.65,1958.12,1957.41,1957.80,1957.34,1957.80,379
2023/06/19 06:20:00,1957.56,1957.85,1957.27,1957.71,1957.22,1957.55,1956.93,1957.41,366
2023/06/19 06:15:00,1957.36,1957.58,1957.15,1957.56,1956.99,1957.23,1956.82,1957.22,194
2023/06/19 06:10:00,1958.83,1958.83,1957.31,1957.36,1956.72,1957.31,1956.72,1956.99,128
2023/06/17 04:55:00,1957.89,1959.30,1957.78,1958.83,1957.19,1957.42,1956.72,1956.72,105
2023/06/17 04:50:00,1958.04,1958.44,1957.89,1957.89,1957.72,1958.08,1957.03,1957.19,606
2023/06/17 04:45:00,1957.71,1958.34,1957.54,1958.04,1957.41,1958.01,1957.21,1957.72,457
2023/06/17 04:40:00,1957.79,1957.88,1957.69,1957.71,1957.46,1957.51,1957.34,1957.41,222
2023/06/17 04:35:00,1957.20,1957.80,1957.03,1957.79,1956.87,1957.47,1956.70,1957.46,286
2023/06/17 04:30:00,1956.82,1957.28,1956.82,1957.20,1956.49,1956.95,1956.49,1956.87,296
2023/06/17 04:25:00,1957.22,1957.22,1956.79,1956.82,1956.89,1956.89,1956.49,1956.49,258
2023/06/17 04:20:00,1956.48,1957.22,1956.47,1957.22,1956.17,1956.89,1956.17,1956.89,202
2023/06/17 04:15:00,1956.59,1956.68,1956.48,1956.48,1956.29,1956.35,1956.17,1956.17,194
2023/06/17 04:10:00,1956.12,1956.59,1956.05,1956.59,1955.82,1956.29,1955.74,1956.29,317
2023/06/17 04:05:00,1956.27,1956.48,1956.07,1956.12,1955.97,1956.17,1955.75,1955.82,489
2023/06/17 04:00:00,1955.64,1956.57,1955.54,1956.27,1955.33,1956.27,1955.23,1955.97,899
2023/06/17 03:55:00,1956.15,1956.29,1955.61,1955.64,1955.84,1955.99,1955.31,1955.33,1768
2023/06/17 03:50:00,1956.59,1956.72,1956.00,1956.15,1956.29,1956.41,1955.69,1955.84,1282
2023/06/17 03:45:00,1957.01,1957.05,1956.47,1956.59,1956.71,1956.75,1956.17,1956.29,968
2023/06/17 03:40:00,1957.10,1957.21,1956.79,1957.01,1956.79,1956.90,1956.49,1956.71,718
2023/06/17 03:35:00,1957.48,1957.86,1957.08,1957.10,1957.18,1957.55,1956.77,1956.79,885
2023/06/17 03:30:00,1957.92,1958.02,1957.36,1957.48,1957.62,1957.72,1957.05,1957.18,868
2023/06/17 03:25:00,1957.92,1958.12,1957.66,1957.92,1957.61,1957.82,1957.36,1957.62,905
2023/06/17 03:20:00,1958.49,1958.67,1957.84,1957.92,1958.19,1958.36,1957.54,1957.61,860
2023/06/17 03:15:00,1957.72,1958.68,1957.68,1958.49,1957.41,1958.37,1957.38,1958.19,942
2023/06/17 03:10:00,1957.54,1958.08,1957.50,1957.72,1957.23,1957.78,1957.19,1957.41,860
2023/06/17 03:05:00,1957.78,1957.96,1957.41,1957.54,1957.47,1957.65,1957.10,1957.23,882
2023/06/17 03:00:00,1958.85,1958.90,1957.09,1957.78,1958.54,1958.59,1956.78,1957.47,1539
2023/06/17 02:55:00,1959.14,1959.27,1958.54,1958.85,1958.84,1958.97,1958.24,1958.54,1497
2023/06/17 02:50:00,1959.31,1959.43,1958.97,1959.14,1959.01,1959.13,1958.66,1958.84,848
2023/06/17 02:45:00,1958.82,1959.40,1958.63,1959.31,1958.52,1959.10,1958.33,1959.01,937
2023/06/17 02:40:00,1958.15,1958.89,1958.14,1958.82,1957.85,1958.59,1957.84,1958.52,854
2023/06/17 02:35:00,1958.37,1958.93,1958.15,1958.15,1958.07,1958.62,1957.85,1957.85,1203
2023/06/17 02:30:00,1958.80,1958.92,1958.15,1958.37,1958.49,1958.61,1957.84,1958.07,1059
2023/06/17 02:25:00,1958.80,1959.11,1958.67,1958.80,1958.49,1958.81,1958.36,1958.49,837
2023/06/17 02:20:00,1959.17,1959.18,1958.71,1958.80,1958.86,1958.88,1958.41,1958.49,726
2023/06/17 02:15:00,1959.37,1959.47,1959.08,1959.17,1959.06,1959.17,1958.77,1958.86,653
2023/06/17 02:10:00,1958.98,1959.48,1958.98,1959.37,1958.68,1959.18,1958.68,1959.06,715
2023/06/17 02:05:00,1959.34,1959.45,1958.77,1958.98,1959.03,1959.15,1958.47,1958.68,822
2023/06/17 02:00:00,1959.42,1959.95,1959.29,1959.34,1959.11,1959.65,1958.98,1959.03,1218
2023/06/17 01:55:00,1959.41,1959.44,1958.82,1959.42,1959.10,1959.14,1958.51,1959.11,1063
2023/06/17 01:50:00,1958.95,1959.64,1958.80,1959.41,1958.64,1959.33,1958.49,1959.10,930
2023/06/17 01:45:00,1958.20,1958.96,1958.12,1958.95,1957.89,1958.66,1957.81,1958.64,1193
2023/06/17 01:40:00,1958.69,1958.88,1957.85,1958.20,1958.38,1958.57,1957.54,1957.89,1110
2023/06/17 01:35:00,1958.74,1959.11,1958.40,1958.69,1958.43,1958.80,1958.10,1958.38,981
2023/06/17 01:30:00,1959.14,1959.78,1958.49,1958.74,1958.84,1959.47,1958.17,1958.43,1331
2023/06/17 01:25:00,1957.96,1959.46,1957.96,1959.14,1957.65,1959.16,1957.65,1958.84,1978
2023/06/17 01:20:00,1957.42,1957.97,1957.26,1957.96,1957.11,1957.66,1956.96,1957.65,1383
2023/06/17 01:15:00,1957.88,1957.97,1957.17,1957.42,1957.57,1957.66,1956.86,1957.11,1153
2023/06/17 01:10:00,1957.39,1958.07,1957.16,1957.88,1957.08,1957.76,1956.86,1957.57,1257
2023/06/17 01:05:00,1956.25,1957.43,1956.22,1957.39,1955.94,1957.12,1955.91,1957.08,1364
2023/06/17 01:00:00,1955.46,1956.51,1955.37,1956.25,1955.15,1956.21,1955.07,1955.94,1338
2023/06/17 00:55:00,1954.90,1955.47,1954.55,1955.46,1954.59,1955.16,1954.24,1955.15,1358
2023/06/17 00:50:00,1955.18,1955.75,1954.58,1954.90,1954.87,1955.45,1954.27,1954.59,1466
2023/06/17 00:45:00,1955.49,1955.61,1954.30,1955.18,1955.19,1955.30,1953.99,1954.87,1164
2023/06/17 00:40:00,1955.11,1955.86,1954.93,1955.49,1954.81,1955.55,1954.63,1955.19,1496
2023/06/17 00:35:00,1954.49,1955.44,1954.49,1955.11,1954.19,1955.14,1954.18,1954.81,1723
2023/06/17 00:30:00,1954.63,1954.97,1954.13,1954.49,1954.32,1954.66,1953.82,1954.19,1419
2023/06/17 00:25:00,1954.78,1955.28,1954.46,1954.63,1954.48,1954.97,1954.15,1954.32,1776
2023/06/17 00:20:00,1955.98,1956.37,1954.77,1954.78,1955.68,1956.06,1954.46,1954.48,1743
2023/06/17 00:15:00,1955.88,1956.03,1955.02,1955.98,1955.57,1955.73,1954.72,1955.68,1742
2023/06/17 00:10:00,1956.50,1957.08,1955.43,1955.88,1956.19,1956.77,1955.13,1955.57,1920
2023/06/17 00:05:00,1955.73,1956.67,1955.68,1956.50,1955.43,1956.37,1955.37,1956.19,1817
2023/06/17 00:00:00,1956.48,1957.09,1955.70,1955.73,1956.18,1956.79,1955.40,1955.43,2004
2023/06/16 23:55:00,1956.50,1956.65,1955.41,1956.48,1956.19,1956.35,1955.10,1956.18,2177
2023/06/16 23:50:00,1956.85,1957.13,1956.08,1956.50,1956.55,1956.83,1955.77,1956.19,2235
2023/06/16 23:45:00,1957.60,1957.66,1956.51,1956.85,1957.29,1957.35,1956.21,1956.55,2613
2023/06/16 23:40:00,1958.48,1958.80,1957.44,1957.60,1958.17,1958.50,1957.13,1957.29,2641
2023/06/16 23:35:00,1960.22,1960.52,1958.39,1958.48,1959.92,1960.22,1958.09,1958.17,2870
2023/06/16 23:30:00,1959.78,1961.89,1959.78,1960.22,1959.47,1961.59,1959.47,1959.92,2949
2023/06/16 23:25:00,1960.23,1960.63,1959.58,1959.78,1959.92,1960.32,1959.27,1959.47,2711
2023/06/16 23:20:00,1961.02,1961.19,1959.63,1960.23,1960.71,1960.89,1959.32,1959.92,3105
2023/06/16 23:15:00,1959.60,1961.35,1959.53,1961.02,1959.30,1961.05,1959.23,1960.71,2378
2023/06/16 23:10:00,1960.07,1960.49,1958.92,1959.60,1959.76,1960.18,1958.61,1959.30,3290
2023/06/16 23:05:00,1961.75,1961.82,1960.02,1960.07,1961.44,1961.52,1959.71,1959.76,3179
2023/06/16 23:00:00,1960.46,1961.82,1959.91,1961.75,1960.16,1961.51,1959.60,1961.44,4793
2023/06/16 22:55:00,1959.72,1961.17,1959.51,1960.46,1959.41,1960.86,1959.20,1960.16,4860
2023/06/16 22:50:00,1959.23,1959.81,1957.83,1959.72,1958.92,1959.51,1957.52,1959.41,5422
2023/06/16 22:45:00,1958.61,1959.47,1956.72,1959.23,1958.31,1959.16,1956.42,1958.92,6341
2023/06/16 22:40:00,1958.14,1960.71,1957.38,1958.61,1957.84,1960.41,1957.08,1958.31,6625
2023/06/16 22:35:00,1957.10,1958.41,1956.56,1958.14,1956.80,1958.10,1956.25,1957.84,4763
2023/06/16 22:30:00,1954.66,1957.37,1953.54,1957.10,1954.35,1957.06,1953.23,1956.80,6605
2023/06/16 22:25:00,1955.72,1956.74,1953.49,1954.66,1955.42,1956.43,1953.18,1954.35,6201
2023/06/16 22:20:00,1957.97,1958.00,1955.61,1955.72,1957.66,1957.69,1955.30,1955.42,5449
2023/06/16 22:15:00,1959.23,1959.45,1957.24,1957.97,1958.92,1959.15,1956.94,1957.66,6128
2023/06/16 22:10:00,1959.61,1959.87,1957.85,1959.23,1959.30,1959.56,1957.54,1958.92,6849
2023/06/16 22:05:00,1964.14,1964.32,1959.12,1959.61,1963.84,1964.01,1958.81,1959.30,7404
2023/06/16 22:00:00,1961.30,1966.30,1961.30,1964.14,1960.78,1966.00,1960.73,1963.84,9406
2023/06/16 21:55:00,1960.21,1961.37,1959.16,1961.30,1959.88,1960.93,1958.84,1960.78,2736
2023/06/16 21:50:00,1960.51,1961.59,1959.26,1960.21,1960.20,1961.29,1958.95,1959.88,3868
2023/06/16 21:45:00,1962.79,1963.12,1960.46,1960.51,1962.49,1962.81,1960.15,1960.20,3672
2023/06/16 21:40:00,1960.60,1962.91,1959.95,1962.79,1960.29,1962.60,1959.65,1962.49,4327
2023/06/16 21:35:00,1957.92,1960.83,1957.41,1960.60,1957.61,1960.52,1957.11,1960.29,4949
2023/06/16 21:30:00,1958.96,1959.56,1956.65,1957.92,1958.65,1959.25,1956.35,1957.61,6154
2023/06/16 21:25:00,1960.10,1960.75,1958.91,1958.96,1959.79,1960.45,1958.61,1958.65,3924
2023/06/16 21:20:00,1961.18,1961.46,1959.59,1960.10,1960.88,1961.16,1959.29,1959.79,3461
2023/06/16 21:15:00,1961.87,1962.77,1960.97,1961.18,1961.56,1962.45,1960.67,1960.88,3714
2023/06/16 21:10:00,1963.27,1963.80,1961.55,1961.87,1962.96,1963.50,1961.25,1961.56,3913
2023/06/16 21:05:00,1963.16,1963.79,1962.34,1963.27,1962.86,1963.48,1962.03,1962.96,2849
2023/06/16 21:00:00,1962.81,1964.18,1961.83,1963.16,1962.50,1963.87,1961.52,1962.86,4879
2023/06/16 20:55:00,1963.44,1964.15,1962.58,1962.81,1963.14,1963.84,1962.28,1962.50,2999
2023/06/16 20:50:00,1963.67,1964.91,1963.25,1963.44,1963.36,1964.59,1962.94,1963.14,3562
2023/06/16 20:45:00,1964.66,1965.28,1963.61,1963.67,1964.35,1964.98,1963.28,1963.36,2855
2023/06/16 20:40:00,1964.67,1965.67,1964.39,1964.66,1964.35,1965.36,1964.09,1964.35,2971
2023/06/16 20:35:00,1965.79,1966.02,1964.37,1964.67,1965.46,1965.70,1964.06,1964.35,3029
2023/06/16 20:30:00,1966.12,1967.39,1965.54,1965.79,1965.81,1967.09,1965.23,1965.46,2943
2023/06/16 20:25:00,1966.03,1966.66,1965.64,1966.12,1965.72,1966.35,1965.33,1965.81,2417
2023/06/16 20:20:00,1967.93,1967.93,1964.52,1966.03,1967.62,1967.63,1964.21,1965.72,3881
2023/06/16 20:15:00,1967.21,1968.11,1967.10,1967.93,1966.89,1967.81,1966.79,1967.62,2254
2023/06/16 20:10:00,1966.78,1967.36,1966.56,1967.21,1966.46,1967.06,1966.25,1966.89,2122
2023/06/16 20:05:00,1966.13,1966.85,1965.59,1966.78,1965.81,1966.54,1965.28,1966.46,2174
2023/06/16 20:00:00,1965.80,1966.96,1965.77,1966.13,1965.50,1966.66,1965.46,1965.81,2449
2023/06/16 19:55:00,1966.30,1966.53,1965.59,1965.80,1965.98,1966.23,1965.29,1965.50,1256
2023/06/16 19:50:00,1966.60,1966.63,1965.94,1966.30,1966.29,1966.33,1965.64,1965.98,1618
2023/06/16 19:45:00,1965.38,1966.73,1965.38,1966.60,1965.08,1966.43,1965.06,1966.29,2331
2023/06/16 19:40:00,1966.68,1966.70,1964.98,1965.38,1966.38,1966.40,1964.67,1965.08,1707
2023/06/16 19:35:00,1964.84,1966.69,1964.71,1966.68,1964.54,1966.38,1964.40,1966.38,1617
2023/06/16 19:30:00,1965.41,1965.58,1964.68,1964.84,1965.10,1965.27,1964.35,1964.54,1348
2023/06/16 19:25:00,1964.74,1965.41,1964.54,1965.41,1964.43,1965.10,1964.23,1965.10,1211
2023/06/16 19:20:00,1964.75,1964.77,1964.10,1964.74,1964.45,1964.45,1963.77,1964.43,1422
2023/06/16 19:15:00,1965.06,1965.52,1964.25,1964.75,1964.76,1965.19,1963.93,1964.45,1083
2023/06/16 19:10:00,1965.15,1965.37,1964.81,1965.06,1964.85,1965.06,1964.51,1964.76,1373
2023/06/16 19:05:00,1965.92,1966.04,1964.90,1965.15,1965.61,1965.73,1964.59,1964.85,1560
