Date,"XAU/USD(Open, Ask)","XAU/USD(High, Ask)","XAU/USD(Low, Ask)","XAU/USD(Close, Ask)","XAU/USD(Open, Bid)*","XAU/USD(High, Bid)*","XAU/USD(Low, Bid)*","XAU/USD(Close, Bid)*",Tick Volume(XAU/USD)
2023/03/28 05:00:00,1956.73,1975.49,1949.35,1973.99,1956.43,1975.18,1949.05,1973.69,375202
2023/03/27 05:00:00,1979.11,1980.63,1944.18,1956.73,1978.15,1979.26,1943.87,1956.43,424789
2023/03/24 05:00:00,1993.46,2003.24,1975.41,1979.11,1993.16,2002.94,1975.10,1978.15,556580
2023/03/23 05:00:00,1969.95,2003.54,1964.86,1993.46,1969.65,2003.23,1964.35,1993.16,532467
2023/03/22 05:00:00,1940.44,1979.13,1934.51,1969.95,1940.14,1978.78,1934.16,1969.65,493936
2023/03/21 05:00:00,1979.07,1985.38,1935.64,1940.44,1978.77,1985.06,1935.34,1940.14,452786
2023/03/20 05:00:00,1989.87,2010.01,1966.09,1979.07,1988.18,2009.71,1965.79,1978.77,699652
2023/03/17 05:00:00,1919.46,1989.87,1918.45,1989.87,1919.16,1988.18,1918.14,1988.18,548777
2023/03/16 05:00:00,1919.84,1933.71,1907.73,1919.46,1917.91,1933.41,1907.42,1919.16,628341
2023/03/15 05:00:00,1904.17,1937.58,1885.95,1919.84,1903.87,1937.28,1885.64,1917.91,707001
2023/03/14 05:00:00,1913.86,1915.17,1895.59,1904.17,1913.56,1914.05,1895.28,1903.87,613361
2023/03/13 05:00:00,1867.73,1914.83,1867.73,1913.86,1866.74,1914.52,1866.74,1913.56,860577
2023/03/10 06:00:00,1831.15,1870.42,1827.98,1867.87,1830.85,1870.03,1827.67,1867.07,581294
2023/03/09 06:00:00,1814.12,1835.93,1812.16,1831.15,1813.82,1835.56,1811.84,1830.85,303994
2023/03/08 06:00:00,1813.77,1824.50,1809.57,1814.12,1813.47,1824.16,1809.27,1813.82,321048
2023/03/07 06:00:00,1846.95,1851.91,1812.98,1813.77,1846.65,1851.60,1812.64,1813.47,375258
2023/03/06 06:00:00,1856.78,1858.46,1845.34,1846.95,1856.06,1858.13,1845.01,1846.65,260428
2023/03/03 06:00:00,1835.93,1857.61,1835.90,1856.78,1835.63,1856.49,1834.99,1856.06,294625
2023/03/02 06:00:00,1836.80,1839.18,1830.15,1835.93,1836.50,1838.86,1829.85,1835.63,306074
2023/03/01 06:00:00,1827.03,1845.23,1823.24,1836.80,1826.73,1844.40,1822.93,1836.50,337353
2023/02/28 06:00:00,1817.30,1831.37,1805.00,1827.03,1817.00,1831.07,1804.62,1826.73,307600
2023/02/27 06:00:00,1811.74,1820.39,1806.89,1817.30,1810.45,1820.05,1806.53,1817.00,287374
2023/02/24 06:00:00,1822.45,1828.07,1809.17,1811.74,1822.15,1827.71,1808.84,1810.45,369099
2023/02/23 06:00:00,1825.53,1834.00,1817.67,1822.45,1825.23,1833.67,1817.30,1822.15,332845
2023/02/22 06:00:00,1835.27,1846.25,1823.76,1825.53,1834.97,1845.92,1823.41,1825.23,339170
2023/02/21 06:00:00,1841.90,1844.07,1830.45,1835.27,1841.30,1843.76,1830.14,1834.97,328551
2023/02/20 06:00:00,1843.00,1847.71,1837.51,1841.90,1841.92,1847.39,1837.16,1841.30,153364
2023/02/17 06:00:00,1836.62,1843.88,1819.11,1843.00,1836.32,1843.49,1818.81,1841.92,351350
2023/02/16 06:00:00,1836.10,1845.49,1827.84,1836.62,1835.80,1845.19,1827.53,1836.32,371794
2023/02/15 06:00:00,1854.45,1860.38,1830.51,1836.10,1854.15,1860.08,1830.20,1835.80,358856
2023/02/14 06:00:00,1853.75,1870.98,1843.48,1854.45,1853.45,1870.55,1843.12,1854.15,489661
2023/02/13 06:00:00,1866.21,1866.77,1850.66,1853.75,1864.74,1866.43,1850.30,1853.45,280499
2023/02/10 06:00:00,1861.94,1872.45,1852.98,1865.91,1861.64,1872.07,1852.59,1865.26,411724
2023/02/09 06:00:00,1875.62,1890.53,1859.11,1861.94,1875.32,1890.17,1858.78,1861.64,375638
2023/02/08 06:00:00,1872.10,1886.59,1869.28,1875.62,1871.80,1886.23,1868.91,1875.32,359748
2023/02/07 06:00:00,1867.55,1884.68,1865.22,1872.10,1867.25,1884.31,1864.85,1871.80,496920
2023/02/06 06:00:00,1865.66,1881.55,1861.36,1867.55,1864.61,1881.23,1860.36,1867.25,439804
2023/02/03 06:00:00,1912.92,1918.86,1861.55,1865.66,1912.62,1918.49,1861.25,1864.61,578977
2023/02/02 06:00:00,1950.62,1959.92,1911.49,1912.92,1950.32,1959.61,1911.18,1912.62,559001
2023/02/01 06:00:00,1928.56,1954.79,1920.77,1950.62,1928.26,1954.47,1920.41,1950.32,481396
2023/01/31 06:00:00,1923.38,1931.36,1900.97,1928.56,1923.08,1931.05,1900.66,1928.26,418070
2023/01/30 06:00:00,1929.30,1934.78,1920.90,1923.38,1927.28,1934.42,1920.56,1923.08,345452
2023/01/27 06:00:00,1929.36,1935.33,1916.91,1929.30,1929.06,1935.02,1916.52,1927.28,329768
2023/01/26 06:00:00,1946.04,1949.40,1918.81,1929.36,1945.74,1949.07,1918.51,1929.06,398708
2023/01/25 06:00:00,1937.70,1948.26,1920.00,1946.04,1937.40,1947.96,1919.69,1945.74,372395
2023/01/24 06:00:00,1931.27,1942.71,1917.33,1937.70,1930.97,1942.41,1917.03,1937.40,371158
2023/01/23 06:00:00,1926.68,1935.78,1911.55,1931.27,1925.66,1935.43,1911.25,1930.97,380066
2023/01/20 06:00:00,1932.44,1937.74,1920.87,1926.68,1932.14,1937.42,1920.56,1925.66,350861
2023/01/19 06:00:00,1904.34,1935.41,1901.16,1932.44,1904.04,1935.10,1900.86,1932.14,407050
2023/01/18 06:00:00,1908.83,1926.14,1896.80,1904.34,1908.53,1925.83,1896.48,1904.04,471298
2023/01/17 06:00:00,1919.69,1919.69,1903.97,1908.83,1919.39,1919.39,1903.66,1908.53,356239
2023/01/16 06:00:00,1920.96,1929.19,1911.04,1919.69,1919.86,1928.89,1910.73,1919.39,206571
2023/01/13 06:00:00,1897.32,1922.08,1892.52,1920.96,1897.02,1921.77,1892.21,1919.86,436764
2023/01/12 06:00:00,1875.78,1901.86,1874.15,1897.32,1875.48,1901.62,1872.78,1897.02,522870
2023/01/11 06:00:00,1877.20,1886.87,1867.33,1875.78,1876.90,1886.53,1867.02,1875.48,358620
2023/01/10 06:00:00,1871.91,1880.98,1868.06,1877.20,1871.61,1880.64,1867.71,1876.90,373975
2023/01/09 06:00:00,1866.36,1881.77,1866.36,1871.91,1865.58,1881.45,1864.07,1871.61,372823
2023/01/06 06:00:00,1833.22,1870.10,1831.04,1866.36,1832.53,1869.79,1830.15,1865.58,463359
2023/01/05 06:00:00,1854.70,1859.23,1825.29,1833.22,1854.21,1858.93,1824.99,1832.53,426652
2023/01/04 06:00:00,1839.59,1865.35,1836.42,1854.70,1838.98,1865.04,1836.11,1854.21,404901
2023/01/03 06:00:00,1825.10,1850.23,1824.83,1839.59,1822.71,1849.89,1822.71,1838.98,433224
2022/12/30 06:00:00,1815.11,1826.27,1813.57,1825.10,1814.81,1825.94,1813.26,1822.71,288979
2022/12/29 06:00:00,1804.77,1820.47,1803.93,1815.11,1804.15,1820.15,1803.60,1814.81,291860
2022/12/28 06:00:00,1814.00,1815.19,1797.26,1804.77,1813.70,1814.50,1796.89,1804.15,289514
2022/12/27 06:00:00,1799.19,1833.56,1799.19,1814.00,1797.67,1833.23,1797.67,1813.70,280313
2022/12/23 06:00:00,1792.79,1803.47,1791.35,1799.19,1792.36,1803.16,1791.05,1797.67,320179
2022/12/22 06:00:00,1814.64,1820.62,1784.94,1792.79,1814.34,1820.32,1784.60,1792.36,371272
2022/12/21 06:00:00,1818.13,1824.06,1812.08,1814.64,1817.83,1823.76,1811.77,1814.34,336190
2022/12/20 06:00:00,1787.89,1821.30,1784.83,1818.13,1787.59,1821.00,1784.52,1817.83,530598
2022/12/19 06:00:00,1793.70,1798.95,1784.03,1787.89,1791.72,1798.64,1783.73,1787.59,301025
2022/12/16 06:00:00,1776.91,1794.45,1774.48,1793.70,1776.61,1794.15,1774.17,1791.72,399532
2022/12/15 06:00:00,1807.53,1808.91,1773.99,1776.91,1807.23,1808.56,1773.55,1776.61,501615
2022/12/14 06:00:00,1811.14,1814.45,1796.08,1807.53,1810.84,1814.14,1795.22,1807.23,488930
2022/12/13 06:00:00,1781.45,1824.70,1780.98,1811.14,1781.15,1824.40,1779.99,1810.84,540979
2022/12/12 06:00:00,1797.84,1798.32,1777.77,1781.45,1796.62,1797.07,1777.47,1781.15,327461
2022/12/09 06:00:00,1789.24,1806.36,1788.69,1797.84,1788.94,1806.05,1788.33,1796.62,373387
2022/12/08 06:00:00,1786.18,1795.10,1781.63,1789.24,1785.88,1794.79,1781.29,1788.94,342316
2022/12/07 06:00:00,1771.18,1790.74,1768.90,1786.18,1770.88,1790.43,1768.58,1785.88,430033
2022/12/06 06:00:00,1768.97,1781.08,1767.49,1771.18,1768.59,1780.77,1767.19,1770.88,377990
2022/12/05 06:00:00,1798.49,1810.19,1766.02,1768.97,1797.04,1809.85,1765.71,1768.59,443847
2022/12/02 06:00:00,1803.06,1804.72,1778.68,1798.49,1802.76,1804.36,1778.37,1797.04,496961
2022/12/01 06:00:00,1768.56,1804.46,1768.56,1803.06,1768.26,1804.02,1767.41,1802.76,500528
2022/11/30 06:00:00,1749.98,1770.19,1745.13,1768.56,1749.68,1769.88,1744.76,1768.26,451777
2022/11/29 06:00:00,1741.53,1759.25,1740.05,1749.98,1741.23,1758.95,1739.43,1749.68,373653
2022/11/28 06:00:00,1755.51,1763.95,1739.83,1741.53,1753.22,1763.65,1739.49,1741.23,350475
2022/11/25 06:00:00,1757.65,1761.37,1746.17,1755.51,1755.27,1761.06,1745.86,1753.22,260653
2022/11/24 06:00:00,1749.70,1758.86,1749.48,1757.65,1749.39,1758.52,1748.97,1755.27,194270
2022/11/23 06:00:00,1740.29,1753.66,1726.69,1749.70,1739.99,1753.24,1725.49,1749.39,379935
2022/11/22 06:00:00,1738.16,1749.96,1737.25,1740.29,1737.83,1749.62,1736.91,1739.99,317896
2022/11/21 06:00:00,1750.03,1753.35,1732.74,1738.16,1749.67,1752.87,1732.40,1737.83,348528
2022/11/18 06:00:00,1760.47,1767.92,1747.71,1750.03,1760.17,1767.60,1747.41,1749.67,374481
2022/11/17 06:00:00,1773.95,1775.03,1754.66,1760.47,1773.65,1774.71,1754.35,1760.17,477816
2022/11/16 06:00:00,1779.22,1785.32,1770.52,1773.95,1778.92,1784.97,1770.18,1773.65,502047
2022/11/15 06:00:00,1771.55,1786.76,1767.30,1779.22,1771.25,1786.42,1767.00,1778.92,670977
2022/11/14 06:00:00,1770.72,1775.27,1753.46,1771.55,1770.23,1774.96,1753.16,1771.25,408460
2022/11/11 06:00:00,1755.82,1773.25,1747.50,1770.72,1755.52,1772.58,1747.15,1770.23,524472
2022/11/10 06:00:00,1706.86,1757.43,1704.08,1755.82,1706.56,1757.12,1703.74,1755.52,572519
2022/11/09 06:00:00,1712.64,1722.58,1702.36,1706.86,1712.13,1722.27,1702.04,1706.56,479681
2022/11/08 06:00:00,1675.79,1717.17,1664.91,1712.64,1675.49,1716.81,1664.58,1712.13,430032
2022/11/07 06:00:00,1681.15,1682.11,1667.08,1675.79,1680.59,1681.81,1666.76,1675.49,422054
2022/11/04 05:00:00,1629.61,1681.96,1628.99,1681.15,1629.31,1681.65,1628.46,1680.59,612939
2022/11/03 05:00:00,1635.51,1641.18,1616.85,1629.61,1635.21,1640.88,1616.51,1629.31,480067
2022/11/02 05:00:00,1648.22,1669.63,1634.98,1635.51,1647.92,1669.28,1634.59,1635.21,475333
2022/11/01 05:00:00,1633.76,1657.23,1630.90,1648.22,1633.46,1656.92,1630.52,1647.92,436100
2022/10/31 05:00:00,1645.34,1645.82,1631.94,1633.76,1644.99,1645.52,1631.63,1633.46,322785
2022/10/28 05:00:00,1663.37,1667.25,1638.27,1645.34,1663.07,1666.95,1637.93,1644.99,456669
2022/10/27 05:00:00,1664.91,1671.04,1655.04,1663.37,1664.61,1670.71,1654.69,1663.07,498828
2022/10/26 05:00:00,1653.36,1675.11,1649.98,1664.91,1653.06,1674.77,1649.66,1664.61,454826
2022/10/25 05:00:00,1649.76,1662.62,1638.48,1653.36,1649.46,1662.28,1638.18,1653.06,413396
2022/10/24 05:00:00,1656.66,1671.24,1644.13,1649.76,1656.21,1670.68,1643.82,1649.46,536094
2022/10/21 05:00:00,1628.15,1657.33,1617.44,1656.66,1627.85,1657.01,1617.10,1656.21,616320
2022/10/20 05:00:00,1629.38,1645.86,1622.62,1628.15,1629.08,1645.55,1622.31,1627.85,452861
2022/10/19 05:00:00,1652.23,1654.70,1627.90,1629.38,1651.93,1654.34,1627.59,1629.08,419051
2022/10/18 05:00:00,1650.44,1661.16,1646.07,1652.23,1649.81,1660.79,1645.68,1651.93,431601
2022/10/17 05:00:00,1643.71,1668.70,1643.71,1650.44,1643.08,1668.35,1643.08,1649.81,349462
2022/10/14 05:00:00,1666.77,1672.05,1640.37,1643.71,1666.20,1671.64,1640.01,1643.08,501415
2022/10/13 05:00:00,1673.43,1682.69,1642.60,1666.77,1673.13,1682.27,1642.23,1666.20,563179
2022/10/12 05:00:00,1666.59,1678.55,1661.65,1673.43,1666.29,1678.20,1661.24,1673.13,439287
2022/10/11 05:00:00,1668.91,1684.23,1661.06,1666.59,1668.61,1683.85,1660.76,1666.29,443925
2022/10/10 05:00:00,1695.10,1700.15,1665.89,1668.91,1694.69,1699.71,1665.56,1668.61,321154
2022/10/07 05:00:00,1712.93,1715.06,1690.89,1695.10,1712.63,1714.69,1690.49,1694.69,409288
2022/10/06 05:00:00,1716.31,1725.75,1707.15,1712.93,1716.01,1725.37,1706.76,1712.63,391377
2022/10/05 05:00:00,1726.28,1728.07,1700.76,1716.31,1725.98,1727.66,1700.37,1716.01,414758
2022/10/04 05:00:00,1699.93,1729.82,1695.38,1726.28,1699.63,1729.41,1694.98,1725.98,437728
2022/10/03 05:00:00,1662.38,1701.72,1659.82,1699.93,1661.88,1701.34,1659.38,1699.63,441612
2022/09/30 05:00:00,1660.78,1675.69,1659.53,1662.38,1660.20,1675.35,1659.10,1661.88,482757
2022/09/29 05:00:00,1659.99,1665.08,1641.79,1660.78,1659.69,1664.78,1641.35,1660.20,502267
2022/09/28 05:00:00,1629.25,1662.97,1615.06,1659.99,1628.95,1662.62,1614.64,1659.69,580672
2022/09/27 05:00:00,1622.49,1642.70,1622.26,1629.25,1622.19,1642.32,1621.31,1628.95,437576
2022/09/26 05:00:00,1644.09,1650.05,1621.36,1622.49,1643.64,1649.63,1621.05,1622.19,582958
2022/09/23 05:00:00,1671.37,1676.19,1639.95,1644.09,1671.07,1675.80,1639.61,1643.64,484807
2022/09/22 05:00:00,1673.99,1685.14,1655.88,1671.37,1673.69,1684.77,1655.53,1671.07,558480
2022/09/21 05:00:00,1665.10,1688.37,1654.09,1673.99,1664.80,1687.98,1653.66,1673.69,445782
2022/09/20 05:00:00,1676.08,1679.82,1660.14,1665.10,1675.46,1679.51,1659.84,1664.80,315150
2022/09/19 05:00:00,1675.37,1680.24,1659.88,1676.08,1674.86,1679.83,1659.49,1675.46,281511
2022/09/16 05:00:00,1665.30,1680.59,1654.41,1675.37,1665.00,1680.22,1654.05,1674.86,363478
2022/09/15 05:00:00,1697.60,1698.48,1660.58,1665.30,1697.30,1698.14,1660.24,1665.00,376717
2022/09/14 05:00:00,1702.33,1707.32,1693.82,1697.60,1702.03,1706.97,1693.52,1697.30,427713
2022/09/13 05:00:00,1724.84,1732.03,1697.25,1702.33,1724.54,1731.66,1696.95,1702.03,434763
2022/09/12 05:00:00,1716.40,1735.37,1712.21,1724.84,1715.90,1735.03,1711.85,1724.54,337261
2022/09/09 05:00:00,1708.72,1729.69,1708.72,1716.40,1708.42,1729.37,1707.88,1715.90,335307
2022/09/08 05:00:00,1718.65,1728.42,1704.18,1708.72,1718.06,1728.06,1703.82,1708.42,427732
2022/09/07 05:00:00,1702.50,1719.73,1691.65,1718.65,1701.91,1719.35,1691.29,1718.06,352890
2022/09/06 05:00:00,1710.94,1727.07,1699.74,1702.50,1708.52,1726.61,1699.44,1701.91,309186
2022/09/05 05:00:00,1712.02,1715.97,1707.96,1710.94,1711.67,1715.66,1707.65,1708.52,136507
2022/09/02 05:00:00,1697.93,1718.20,1695.26,1712.02,1697.26,1717.86,1694.91,1711.67,331455
2022/09/01 05:00:00,1711.31,1712.36,1689.01,1697.93,1711.01,1711.29,1688.70,1697.26,364104
2022/08/31 05:00:00,1724.22,1726.75,1709.84,1711.31,1723.92,1726.40,1709.53,1711.01,337265
2022/08/30 05:00:00,1737.57,1740.78,1721.41,1724.22,1736.84,1740.40,1721.09,1723.92,311284
2022/08/29 05:00:00,1738.85,1745.74,1720.51,1737.57,1738.37,1745.39,1720.21,1736.84,313184
2022/08/26 05:00:00,1758.80,1760.00,1734.44,1738.85,1758.50,1758.73,1734.06,1738.37,363635
2022/08/25 05:00:00,1751.26,1765.76,1750.18,1758.80,1750.96,1765.36,1749.80,1758.50,256404
2022/08/24 05:00:00,1748.40,1756.13,1742.70,1751.26,1747.88,1755.77,1742.32,1750.96,277777
2022/08/23 05:00:00,1736.54,1754.35,1731.06,1748.40,1736.24,1754.01,1730.71,1747.88,303413
2022/08/22 05:00:00,1747.59,1749.34,1728.01,1736.54,1746.31,1748.98,1727.69,1736.24,266682
2022/08/19 05:00:00,1758.71,1759.89,1745.75,1747.59,1758.41,1759.31,1745.38,1746.31,293611
2022/08/18 05:00:00,1761.91,1772.69,1755.65,1758.71,1761.61,1772.30,1755.32,1758.41,289733
2022/08/17 05:00:00,1776.18,1782.65,1760.02,1761.91,1775.70,1782.16,1759.66,1761.61,332540
2022/08/16 05:00:00,1779.79,1783.35,1771.69,1776.18,1779.49,1783.04,1771.28,1775.70,245185
2022/08/15 05:00:00,1802.86,1803.55,1773.20,1779.79,1802.03,1802.03,1772.82,1779.49,278265
2022/08/12 05:00:00,1789.91,1803.33,1785.11,1802.86,1789.61,1802.27,1784.79,1802.03,284617
2022/08/11 05:00:00,1792.53,1799.63,1783.81,1789.91,1792.23,1799.17,1783.39,1789.61,307000
2022/08/10 05:00:00,1794.46,1808.16,1787.80,1792.53,1794.16,1807.75,1787.21,1792.23,333344
2022/08/09 05:00:00,1789.08,1800.70,1783.53,1794.46,1788.78,1800.37,1783.09,1794.16,261414
2022/08/08 05:00:00,1775.46,1790.22,1771.32,1789.08,1774.74,1789.88,1770.55,1788.78,276852
2022/08/05 05:00:00,1791.45,1795.17,1765.19,1775.46,1791.15,1794.78,1764.81,1774.74,410367
2022/08/04 05:00:00,1765.39,1795.15,1763.54,1791.45,1765.09,1794.85,1763.19,1791.15,364496
2022/08/03 05:00:00,1760.66,1773.03,1754.55,1765.39,1760.36,1772.69,1754.14,1765.09,351439
2022/08/02 05:00:00,1772.49,1788.31,1760.31,1760.66,1772.19,1787.91,1759.45,1760.36,440735
2022/08/01 05:00:00,1767.08,1775.61,1758.63,1772.49,1765.85,1775.24,1758.18,1772.19,343023
2022/07/29 05:00:00,1755.95,1768.17,1752.39,1767.08,1755.65,1767.80,1751.96,1765.85,437837
2022/07/28 05:00:00,1734.13,1757.27,1734.13,1755.95,1733.83,1756.96,1733.46,1755.65,451010
2022/07/27 05:00:00,1717.45,1740.62,1711.71,1734.13,1717.15,1740.08,1711.38,1733.83,311119
2022/07/26 05:00:00,1719.79,1728.45,1713.80,1717.45,1719.49,1728.11,1713.49,1717.15,241469
2022/07/25 05:00:00,1728.24,1736.56,1714.94,1719.79,1726.81,1736.13,1714.62,1719.49,291396
2022/07/22 05:00:00,1718.95,1739.57,1713.16,1728.24,1718.65,1739.20,1712.77,1726.81,353203
2022/07/21 05:00:00,1696.85,1720.58,1681.07,1718.95,1696.55,1720.20,1680.74,1718.65,374461
2022/07/20 05:00:00,1711.85,1714.77,1692.69,1696.85,1711.55,1714.47,1692.34,1696.55,303104
2022/07/19 05:00:00,1709.43,1718.63,1705.56,1711.85,1709.13,1718.28,1705.23,1711.55,324932
2022/07/18 05:00:00,1708.10,1724.07,1706.23,1709.43,1707.35,1723.76,1705.86,1709.13,374500
2022/07/15 05:00:00,1710.31,1716.80,1699.22,1708.10,1709.63,1716.50,1698.91,1707.35,444834
2022/07/14 05:00:00,1735.70,1737.08,1697.84,1710.31,1735.40,1736.08,1697.51,1709.63,605358
2022/07/13 05:00:00,1726.20,1745.62,1707.16,1735.70,1725.90,1745.29,1706.84,1735.40,516412
2022/07/12 05:00:00,1734.28,1744.66,1723.41,1726.20,1733.98,1744.34,1723.04,1725.90,391973
2022/07/11 05:00:00,1742.83,1744.79,1731.53,1734.28,1741.16,1744.41,1731.23,1733.98,329056
2022/07/08 05:00:00,1740.39,1752.68,1730.63,1742.83,1740.09,1752.36,1728.49,1741.16,374698
2022/07/07 05:00:00,1738.94,1749.27,1736.78,1740.39,1738.56,1748.94,1736.46,1740.09,359652
